Candidato,Video,img,O_prediction,C_prediction,E_prediction,A_prediction,N_prediction
Castro,Castro2,Castro2_keyframe_832.jpg,0.55258673,0.5383285,0.4620412,0.53809386,0.51479495
Castro,Castro3,Castro3_keyframe_112.jpg,0.5905809,0.5167057,0.49581087,0.5551344,0.53362304
Castro,Castro3,Castro3_keyframe_185.jpg,0.5454597,0.4947007,0.44301748,0.54165053,0.49989238
Castro,Castro3,Castro3_keyframe_256.jpg,0.5830705,0.52749413,0.48709762,0.5605828,0.535367
Castro,Castro3,Castro3_keyframe_326.jpg,0.56514955,0.50744027,0.46567196,0.5497542,0.5127513
Castro,Castro3,Castro3_keyframe_378.jpg,0.57383454,0.5313955,0.47460943,0.5659053,0.52973485
Castro,Castro3,Castro3_keyframe_401.jpg,0.58503157,0.50862014,0.48480254,0.5472703,0.52420974
Castro,Castro3,Castro3_keyframe_428.jpg,0.53419924,0.4724282,0.43426192,0.52671266,0.48110655
Castro,Castro3,Castro3_keyframe_519.jpg,0.5631998,0.49323386,0.46640944,0.5430825,0.5102163
Castro,Castro3,Castro3_keyframe_595.jpg,0.6021488,0.53981614,0.51042384,0.5690459,0.54843175
Castro,Castro3,Castro3_keyframe_615.jpg,0.5349293,0.50217456,0.43258741,0.53564566,0.4944548
Castro,Castro3,Castro3_keyframe_66.jpg,0.5756904,0.5228038,0.47901458,0.55794,0.5271455
Castro,Castro3,Castro3_keyframe_694.jpg,0.53243077,0.48247784,0.4332405,0.5299157,0.48866785
Castro,Castro3,Castro3_keyframe_787.jpg,0.54003406,0.48501503,0.4419984,0.5329397,0.4920449
Castro,Castro3,Castro3_keyframe_843.jpg,0.5744984,0.50815314,0.47829288,0.5516441,0.5227492
Castro,Castro4,Castro4_keyframe_107.jpg,0.50883996,0.43853965,0.41495708,0.5065774,0.45224378
Castro,Castro4,Castro4_keyframe_139.jpg,0.5418535,0.47597444,0.45031792,0.5264597,0.48319793
Castro,Castro4,Castro4_keyframe_178.jpg,0.51255095,0.44946194,0.41594768,0.5131389,0.4641832
Castro,Castro4,Castro4_keyframe_227.jpg,0.57001805,0.513464,0.46045518,0.5598207,0.5195294
Castro,Castro4,Castro4_keyframe_267.jpg,0.5473541,0.51502454,0.44411522,0.5503657,0.5047381
Castro,Castro4,Castro4_keyframe_315.jpg,0.5222827,0.4773271,0.42395204,0.52371645,0.47226185
Castro,Castro4,Castro4_keyframe_360.jpg,0.5231898,0.4850808,0.42334598,0.528262,0.47604284
Castro,Castro4,Castro4_keyframe_412.jpg,0.5078968,0.43457586,0.41354668,0.5076487,0.4565103
Castro,Castro4,Castro4_keyframe_470.jpg,0.5489385,0.50386643,0.44204697,0.548658,0.5052362
Castro,Castro4,Castro4_keyframe_523.jpg,0.51228005,0.4404514,0.41671908,0.5147311,0.4607154
Castro,Castro4,Castro4_keyframe_580.jpg,0.54646945,0.5165329,0.44566083,0.5405678,0.5015932
Castro,Castro4,Castro4_keyframe_59.jpg,0.56200683,0.5110347,0.45552838,0.55760425,0.5137139
Castro,Castro4,Castro4_keyframe_621.jpg,0.5515761,0.52568066,0.44450596,0.5591924,0.5172131
Castro,Castro4,Castro4_keyframe_658.jpg,0.5549376,0.5185492,0.44461924,0.55644894,0.51484835
Castro,Castro4,Castro4_keyframe_769.jpg,0.5144336,0.44947067,0.41837555,0.5152613,0.4634143
Castro,Castro4,Castro4_keyframe_830.jpg,0.53874576,0.46047243,0.44390774,0.52812815,0.4834126
Castro,Castro4,Castro4_keyframe_862.jpg,0.54688585,0.4603416,0.4509282,0.53021777,0.4902754
Castro,Castro5,Castro5_keyframe_117.jpg,0.52361447,0.43439126,0.4196387,0.50217134,0.45427185
Castro,Castro5,Castro5_keyframe_220.jpg,0.54770184,0.47186634,0.44439137,0.515619,0.4821177
Castro,Castro5,Castro5_keyframe_289.jpg,0.55837286,0.5138557,0.46614808,0.53790146,0.5119477
Castro,Castro5,Castro5_keyframe_343.jpg,0.58155453,0.53850174,0.49572405,0.549203,0.53563017
Castro,Castro5,Castro5_keyframe_35.jpg,0.54399955,0.46862173,0.44813997,0.5323547,0.489385
Castro,Castro5,Castro5_keyframe_410.jpg,0.54475236,0.4901048,0.44698662,0.5230899,0.49279666
Castro,Castro5,Castro5_keyframe_460.jpg,0.597466,0.585339,0.5121529,0.5663407,0.5589012
Castro,Castro5,Castro5_keyframe_512.jpg,0.5962175,0.5618513,0.50552547,0.5604605,0.546186
Castro,Castro5,Castro5_keyframe_572.jpg,0.5528144,0.48803082,0.45456412,0.52073956,0.49189252
Castro,Castro5,Castro5_keyframe_596.jpg,0.5289213,0.49573648,0.43301564,0.5123373,0.48621482
Castro,Castro5,Castro5_keyframe_637.jpg,0.54177034,0.47095004,0.44564384,0.51832986,0.48720998
Castro,Castro5,Castro5_keyframe_688.jpg,0.55701923,0.50399154,0.46463618,0.53365207,0.5050644
Castro,Castro5,Castro5_keyframe_719.jpg,0.5438379,0.45687073,0.44626194,0.5124158,0.47349805
Castro,Castro5,Castro5_keyframe_733.jpg,0.48893043,0.41251743,0.38694757,0.47957364,0.42364657
Castro,Castro5,Castro5_keyframe_80.jpg,0.56245244,0.48792505,0.4540537,0.5378644,0.49882793
Castro,Castro6,Castro6_keyframe_119.jpg,0.4894956,0.42188126,0.39563304,0.49560368,0.43668073
Castro,Castro6,Castro6_keyframe_178.jpg,0.4873793,0.4186959,0.3910536,0.49248996,0.43284082
Castro,Castro6,Castro6_keyframe_215.jpg,0.4814303,0.4096287,0.38449997,0.48667294,0.42564175
Castro,Castro6,Castro6_keyframe_23.jpg,0.5060769,0.53815126,0.4008094,0.5200535,0.4960652
Castro,Castro6,Castro6_keyframe_297.jpg,0.5256428,0.5544139,0.427038,0.54085624,0.5161131
Castro,Castro6,Castro6_keyframe_76.jpg,0.50643307,0.5070113,0.41140437,0.519191,0.4836615
Castro,Castro7,Castro7_keyframe_145.jpg,0.5959834,0.55559516,0.49475008,0.5698116,0.5478935
Castro,Castro7,Castro7_keyframe_198.jpg,0.6035236,0.55873024,0.5047272,0.567381,0.55117095
Castro,Castro7,Castro7_keyframe_234.jpg,0.6161071,0.5786165,0.525661,0.57572144,0.5677854
Castro,Castro7,Castro7_keyframe_24.jpg,0.6495465,0.5867218,0.56976926,0.58637536,0.58944774
Castro,Castro7,Castro7_keyframe_268.jpg,0.60242605,0.5712848,0.50339454,0.5689708,0.55917
Castro,Castro7,Castro7_keyframe_313.jpg,0.58347523,0.5253047,0.48137397,0.5473497,0.52597344
Castro,Castro7,Castro7_keyframe_341.jpg,0.6084751,0.5405283,0.50937897,0.5619085,0.5477451
Castro,Castro7,Castro7_keyframe_373.jpg,0.60547787,0.541641,0.50978327,0.5594821,0.5445776
Castro,Castro7,Castro7_keyframe_442.jpg,0.60881,0.55788815,0.50920796,0.56595284,0.55058885
Castro,Castro7,Castro7_keyframe_539.jpg,0.59903824,0.54701424,0.49874276,0.5623975,0.5428331
Castro,Castro7,Castro7_keyframe_575.jpg,0.61147606,0.5488045,0.5151721,0.5631714,0.5479468
Castro,Castro7,Castro7_keyframe_616.jpg,0.5857066,0.520838,0.47949478,0.5464817,0.51855636
Castro,Castro7,Castro7_keyframe_659.jpg,0.6079533,0.5588382,0.5044389,0.5710187,0.5536314
Castro,Castro7,Castro7_keyframe_687.jpg,0.60375535,0.5618558,0.5071637,0.566784,0.55039716
Castro,Castro7,Castro7_keyframe_731.jpg,0.6136601,0.56693566,0.513625,0.57122844,0.56127393
Castro,Castro7,Castro7_keyframe_771.jpg,0.6111792,0.5581366,0.5125669,0.56931365,0.55455077
Castro,Castro7,Castro7_keyframe_849.jpg,0.5866616,0.5163305,0.48405063,0.5534655,0.52508926
Castro,Castro7,Castro7_keyframe_92.jpg,0.61833656,0.5723455,0.5241073,0.5697397,0.5617429
Chinchilla,Chinchilla1,Chinchilla1_keyframe_134.jpg,0.6147154,0.55562055,0.5173298,0.5651616,0.5509223
Chinchilla,Chinchilla1,Chinchilla1_keyframe_179.jpg,0.6200608,0.5671021,0.5228579,0.5754738,0.5599459
Chinchilla,Chinchilla1,Chinchilla1_keyframe_221.jpg,0.6067524,0.55710876,0.5113933,0.5689979,0.5485513
Chinchilla,Chinchilla1,Chinchilla1_keyframe_276.jpg,0.59368193,0.54720926,0.4986997,0.56327116,0.5367063
Chinchilla,Chinchilla1,Chinchilla1_keyframe_338.jpg,0.58917415,0.52559805,0.48754779,0.553637,0.52695304
Chinchilla,Chinchilla1,Chinchilla1_keyframe_390.jpg,0.6236862,0.57075834,0.52986807,0.5745301,0.56082994
Chinchilla,Chinchilla1,Chinchilla1_keyframe_448.jpg,0.6084337,0.55989337,0.51299053,0.57161605,0.55088615
Chinchilla,Chinchilla1,Chinchilla1_keyframe_50.jpg,0.60604316,0.55341446,0.51252604,0.5629956,0.54625773
Chinchilla,Chinchilla1,Chinchilla1_keyframe_533.jpg,0.5981381,0.5418551,0.5017217,0.5665436,0.5411736
Chinchilla,Chinchilla1,Chinchilla1_keyframe_601.jpg,0.55780846,0.50513697,0.4625935,0.5352659,0.4995625
Chinchilla,Chinchilla1,Chinchilla1_keyframe_664.jpg,0.59005576,0.530491,0.49315125,0.5543233,0.52733004
Chinchilla,Chinchilla1,Chinchilla1_keyframe_699.jpg,0.61113477,0.558153,0.51103467,0.5691484,0.55038095
Chinchilla,Chinchilla1,Chinchilla1_keyframe_759.jpg,0.5932189,0.54063475,0.4942301,0.5591593,0.53334785
Chinchilla,Chinchilla1,Chinchilla1_keyframe_839.jpg,0.5993385,0.5444068,0.50205946,0.56173277,0.536792
Chinchilla,Chinchilla1,Chinchilla1_keyframe_95.jpg,0.60954165,0.5607414,0.51231354,0.5706936,0.5504812
Chinchilla,Chinchilla2,Chinchilla2_keyframe_135.jpg,0.5667021,0.5457417,0.47826076,0.5492555,0.52736115
Chinchilla,Chinchilla2,Chinchilla2_keyframe_238.jpg,0.55607724,0.54137313,0.46642056,0.54810804,0.52047837
Chinchilla,Chinchilla2,Chinchilla2_keyframe_308.jpg,0.58469665,0.5722134,0.49742493,0.56277156,0.544587
Chinchilla,Chinchilla2,Chinchilla2_keyframe_371.jpg,0.55413604,0.5288535,0.46199936,0.54148626,0.5106721
Chinchilla,Chinchilla2,Chinchilla2_keyframe_472.jpg,0.56338453,0.52797055,0.47263154,0.54212946,0.51331407
Chinchilla,Chinchilla2,Chinchilla2_keyframe_552.jpg,0.57051873,0.5549675,0.47937465,0.5615077,0.53356814
Chinchilla,Chinchilla2,Chinchilla2_keyframe_598.jpg,0.57532066,0.550955,0.48531088,0.55742586,0.53447497
Chinchilla,Chinchilla2,Chinchilla2_keyframe_623.jpg,0.57136923,0.5433724,0.48243433,0.54802716,0.52696717
Chinchilla,Chinchilla2,Chinchilla2_keyframe_695.jpg,0.5522958,0.5282376,0.46004838,0.5373312,0.5095742
Chinchilla,Chinchilla2,Chinchilla2_keyframe_762.jpg,0.5997581,0.56576467,0.5152774,0.56543136,0.5521876
Chinchilla,Chinchilla2,Chinchilla2_keyframe_855.jpg,0.5672748,0.5317042,0.47797117,0.5457023,0.5200834
Chinchilla,Chinchilla3,Chinchilla3_keyframe_101.jpg,0.5659617,0.5268636,0.47235757,0.54203993,0.51129586
Chinchilla,Chinchilla3,Chinchilla3_keyframe_166.jpg,0.5524829,0.5131448,0.45994765,0.53458476,0.49957088
Chinchilla,Chinchilla3,Chinchilla3_keyframe_237.jpg,0.5684799,0.53158665,0.47876206,0.54054785,0.5144138
Chinchilla,Chinchilla3,Chinchilla3_keyframe_278.jpg,0.5772656,0.53755975,0.48843542,0.5439989,0.5222552
Chinchilla,Chinchilla3,Chinchilla3_keyframe_327.jpg,0.5667127,0.5251497,0.47884005,0.5401137,0.5117901
Chinchilla,Chinchilla3,Chinchilla3_keyframe_363.jpg,0.58119476,0.5347707,0.48988327,0.5513232,0.5250696
Chinchilla,Chinchilla3,Chinchilla3_keyframe_411.jpg,0.57083035,0.5192586,0.4798596,0.5366658,0.5097113
Chinchilla,Chinchilla3,Chinchilla3_keyframe_496.jpg,0.5786015,0.5237626,0.48854932,0.5434146,0.5175121
Chinchilla,Chinchilla3,Chinchilla3_keyframe_538.jpg,0.5659946,0.52314377,0.47625357,0.5415329,0.5116107
Chinchilla,Chinchilla3,Chinchilla3_keyframe_56.jpg,0.5688584,0.52463186,0.4797514,0.53854257,0.50968814
Chinchilla,Chinchilla3,Chinchilla3_keyframe_614.jpg,0.5754299,0.52651966,0.4809689,0.54665196,0.51845694
Chinchilla,Chinchilla3,Chinchilla3_keyframe_691.jpg,0.5896543,0.5590921,0.49796468,0.55589104,0.53498137
Chinchilla,Chinchilla3,Chinchilla3_keyframe_734.jpg,0.57683766,0.5359435,0.48579848,0.5492768,0.52144605
Chinchilla,Chinchilla3,Chinchilla3_keyframe_787.jpg,0.5826396,0.54066277,0.49225184,0.54786986,0.52397615
Chinchilla,Chinchilla3,Chinchilla3_keyframe_838.jpg,0.5737088,0.5297831,0.48463744,0.5441572,0.516359
Chinchilla,Chinchilla3,Chinchilla3_keyframe_866.jpg,0.55970883,0.5230433,0.46911734,0.53788567,0.50573874
Chinchilla,Chinchilla3,Chinchilla3_keyframe_9.jpg,0.5787494,0.53433686,0.48918012,0.5488448,0.521969
Chinchilla,Chinchilla4,Chinchilla4_keyframe_136.jpg,0.62862706,0.5981399,0.5416217,0.57966965,0.57528883
Chinchilla,Chinchilla4,Chinchilla4_keyframe_189.jpg,0.5895911,0.52875847,0.49018317,0.55592495,0.53529567
Chinchilla,Chinchilla4,Chinchilla4_keyframe_232.jpg,0.6036384,0.56276214,0.511869,0.5646045,0.55247647
Chinchilla,Chinchilla4,Chinchilla4_keyframe_313.jpg,0.6176144,0.5772758,0.5238515,0.5671172,0.55653137
Chinchilla,Chinchilla4,Chinchilla4_keyframe_364.jpg,0.644377,0.5876969,0.5540027,0.5873444,0.5826802
Chinchilla,Chinchilla4,Chinchilla4_keyframe_400.jpg,0.62365925,0.56615055,0.5313666,0.5715765,0.56069577
Chinchilla,Chinchilla4,Chinchilla4_keyframe_476.jpg,0.63319,0.5684744,0.5409293,0.57482934,0.56775147
Chinchilla,Chinchilla4,Chinchilla4_keyframe_49.jpg,0.6173283,0.5623652,0.5239028,0.566261,0.55626285
Chinchilla,Chinchilla4,Chinchilla4_keyframe_549.jpg,0.6385838,0.5849907,0.5490209,0.58133775,0.5762957
Chinchilla,Chinchilla4,Chinchilla4_keyframe_631.jpg,0.611447,0.5728157,0.519059,0.569282,0.556682
Chinchilla,Chinchilla4,Chinchilla4_keyframe_668.jpg,0.63971007,0.5950223,0.5513611,0.5819528,0.57719874
Chinchilla,Chinchilla4,Chinchilla4_keyframe_698.jpg,0.6022668,0.5647116,0.5091821,0.56146395,0.5463575
Chinchilla,Chinchilla4,Chinchilla4_keyframe_817.jpg,0.6187756,0.5652203,0.5244073,0.5674223,0.5573933
Chinchilla,Chinchilla4,Chinchilla4_keyframe_854.jpg,0.6132369,0.56387687,0.5192895,0.56842893,0.55694526
Chinchilla,Chinchilla4,Chinchilla4_keyframe_86.jpg,0.626052,0.5881913,0.5351478,0.5744145,0.56852233
Chinchilla,Chinchilla5,Chinchilla5_keyframe_183.jpg,0.6045431,0.550965,0.5094991,0.56349516,0.5495461
Chinchilla,Chinchilla5,Chinchilla5_keyframe_250.jpg,0.5979619,0.5300636,0.504221,0.54966754,0.5339347
Chinchilla,Chinchilla5,Chinchilla5_keyframe_326.jpg,0.58592534,0.5448431,0.49701196,0.54818416,0.5308752
Chinchilla,Chinchilla5,Chinchilla5_keyframe_392.jpg,0.62534004,0.56371826,0.53390986,0.5658025,0.56295276
Chinchilla,Chinchilla5,Chinchilla5_keyframe_437.jpg,0.59556043,0.5264394,0.5020807,0.54665995,0.5302737
Chinchilla,Chinchilla5,Chinchilla5_keyframe_502.jpg,0.6081481,0.5512545,0.51950204,0.5546644,0.5472148
Chinchilla,Chinchilla5,Chinchilla5_keyframe_538.jpg,0.6259142,0.5691989,0.5389029,0.5715677,0.5692316
Chinchilla,Chinchilla5,Chinchilla5_keyframe_588.jpg,0.6091891,0.54994273,0.51646376,0.56085503,0.5528778
Chinchilla,Chinchilla5,Chinchilla5_keyframe_645.jpg,0.6259961,0.5598611,0.5328211,0.56613874,0.5643579
Chinchilla,Chinchilla5,Chinchilla5_keyframe_673.jpg,0.5911734,0.53295934,0.4973199,0.55619097,0.53628737
Chinchilla,Chinchilla5,Chinchilla5_keyframe_763.jpg,0.609442,0.5640116,0.52454144,0.5604786,0.55294573
Chinchilla,Chinchilla5,Chinchilla5_keyframe_822.jpg,0.5755778,0.52448297,0.4798265,0.5385345,0.5149579
Chinchilla,Chinchilla5,Chinchilla5_keyframe_89.jpg,0.54789525,0.4981444,0.44697756,0.53004515,0.49428982
Chinchilla,Chinchilla6,Chinchilla6_keyframe_107.jpg,0.5385937,0.5072168,0.43505204,0.52863526,0.48546124
Chinchilla,Chinchilla6,Chinchilla6_keyframe_148.jpg,0.54785234,0.5165551,0.44447234,0.5330273,0.49343258
Chinchilla,Chinchilla6,Chinchilla6_keyframe_205.jpg,0.5505954,0.5327866,0.4443249,0.542504,0.5016685
Chinchilla,Chinchilla6,Chinchilla6_keyframe_245.jpg,0.5495961,0.52027416,0.4485556,0.5387713,0.49726665
Chinchilla,Chinchilla6,Chinchilla6_keyframe_28.jpg,0.5321685,0.49418414,0.43376762,0.52551186,0.48152325
Chinchilla,Chinchilla6,Chinchilla6_keyframe_296.jpg,0.5295229,0.5010651,0.42874804,0.52445954,0.47989303
Chinchilla,Chinchilla6,Chinchilla6_keyframe_334.jpg,0.5597894,0.5301889,0.4524575,0.5429933,0.5050937
Chinchilla,Chinchilla6,Chinchilla6_keyframe_369.jpg,0.5475141,0.5252938,0.448842,0.54109955,0.49782312
Chinchilla,Chinchilla6,Chinchilla6_keyframe_415.jpg,0.53915024,0.5134604,0.43890312,0.53115135,0.48985815
Chinchilla,Chinchilla6,Chinchilla6_keyframe_482.jpg,0.5570539,0.5219284,0.4493338,0.541291,0.50210077
Chinchilla,Chinchilla6,Chinchilla6_keyframe_540.jpg,0.53580105,0.49436077,0.43389678,0.52533734,0.48132932
Chinchilla,Chinchilla6,Chinchilla6_keyframe_57.jpg,0.53329813,0.5010375,0.43426877,0.52719045,0.48182207
Chinchilla,Chinchilla6,Chinchilla6_keyframe_589.jpg,0.5387172,0.5009606,0.4348986,0.5293824,0.48505753
Chinchilla,Chinchilla6,Chinchilla6_keyframe_683.jpg,0.5280996,0.49261594,0.42723235,0.525296,0.47979027
Chinchilla,Chinchilla7,Chinchilla7_keyframe_167.jpg,0.551797,0.54475427,0.45516723,0.5509131,0.52479714
Chinchilla,Chinchilla7,Chinchilla7_keyframe_204.jpg,0.5411141,0.50152993,0.44318354,0.5304755,0.4962489
Chinchilla,Chinchilla7,Chinchilla7_keyframe_254.jpg,0.5186321,0.45278513,0.4216405,0.5041143,0.45753837
Chinchilla,Chinchilla7,Chinchilla7_keyframe_297.jpg,0.5317763,0.49281213,0.43739218,0.5223788,0.48436892
Chinchilla,Chinchilla7,Chinchilla7_keyframe_360.jpg,0.5405138,0.49694857,0.4465344,0.5393884,0.50367343
Chinchilla,Chinchilla7,Chinchilla7_keyframe_401.jpg,0.6080399,0.58898425,0.50572,0.5733349,0.56616867
Chinchilla,Chinchilla7,Chinchilla7_keyframe_503.jpg,0.54411757,0.47531778,0.4470783,0.5263394,0.4840886
Chinchilla,Chinchilla7,Chinchilla7_keyframe_560.jpg,0.6084867,0.5776297,0.51687336,0.567907,0.5623458
Chinchilla,Chinchilla7,Chinchilla7_keyframe_68.jpg,0.55268085,0.47314996,0.45254838,0.5308566,0.49133486
Chinchilla,Chinchilla7,Chinchilla7_keyframe_685.jpg,0.5376533,0.4692592,0.44452974,0.53270745,0.48330396
Chinchilla,Chinchilla7,Chinchilla7_keyframe_779.jpg,0.57125723,0.5643152,0.47827962,0.55433965,0.53841615
Chinchilla,Chinchilla7,Chinchilla7_keyframe_786.jpg,0.58112144,0.57900107,0.48379946,0.5654113,0.55008286
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_107.jpg,0.5404786,0.47546268,0.4425314,0.5217252,0.48716575
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_139.jpg,0.54311293,0.4834711,0.44782507,0.5249871,0.49374613
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_195.jpg,0.540972,0.48672044,0.44540378,0.52585065,0.4954353
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_236.jpg,0.53265536,0.46059516,0.43268734,0.5098495,0.47727984
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_279.jpg,0.53381586,0.47071916,0.43847555,0.52820134,0.48042062
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_395.jpg,0.5360005,0.4693935,0.43895537,0.52080816,0.47954667
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_490.jpg,0.536686,0.45842725,0.43469077,0.5043559,0.47175437
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_50.jpg,0.5394676,0.474638,0.4425633,0.5224637,0.48549002
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_529.jpg,0.53520316,0.46550015,0.43581206,0.51128757,0.47637814
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_624.jpg,0.53221655,0.45831388,0.4311259,0.5088718,0.47227025
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_683.jpg,0.5314431,0.46027565,0.431408,0.51063406,0.4752059
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_761.jpg,0.5353769,0.46058196,0.4368518,0.51502323,0.47694975
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_814.jpg,0.5377066,0.46308208,0.4357423,0.51088107,0.47774065
Fujimori,Fujimori1,Fujimori1_resultadoskeyframe_858.jpg,0.5380187,0.46257833,0.43618852,0.50943255,0.47910738
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_130.jpg,0.5978161,0.5401614,0.50044847,0.5537263,0.53004146
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_172.jpg,0.5790532,0.52689415,0.48821488,0.54021704,0.5127332
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_202.jpg,0.57231927,0.5268042,0.47728068,0.54129505,0.5122378
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_236.jpg,0.60430574,0.5411259,0.50895876,0.55641097,0.5354037
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_326.jpg,0.6395123,0.5825118,0.5478812,0.5826527,0.5744813
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_368.jpg,0.6278622,0.5662881,0.53686064,0.57845247,0.56274295
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_403.jpg,0.62414587,0.5659631,0.5290237,0.5766312,0.5592779
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_447.jpg,0.643666,0.5813067,0.55374944,0.5808345,0.57552195
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_492.jpg,0.6135576,0.54352325,0.5215811,0.56289303,0.54354775
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_575.jpg,0.625756,0.568617,0.5355716,0.5761565,0.5634126
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_605.jpg,0.624015,0.56198716,0.53250384,0.57179284,0.55624396
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_62.jpg,0.5841669,0.5275315,0.4925683,0.5440182,0.5186963
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_639.jpg,0.61432254,0.56850517,0.5197493,0.5757742,0.5557927
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_675.jpg,0.6232196,0.5640023,0.5332428,0.56931794,0.5577621
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_711.jpg,0.6342815,0.5800586,0.54391146,0.5818483,0.571839
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_744.jpg,0.62007165,0.5727163,0.52598846,0.57705235,0.5595639
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_784.jpg,0.6220561,0.57822526,0.53479445,0.579483,0.5694645
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_826.jpg,0.63133323,0.57006526,0.5399692,0.5763351,0.5639046
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_86.jpg,0.6133472,0.5510628,0.52044964,0.5614033,0.54392606
Fujimori,Fujimori2,Fujimori2_resultadoskeyframe_861.jpg,0.6100319,0.5496461,0.51868284,0.5610214,0.5430914
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_100.jpg,0.6212187,0.5844581,0.520265,0.56580335,0.5584519
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_175.jpg,0.60810953,0.5567794,0.5255122,0.55806315,0.5492099
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_221.jpg,0.55540407,0.4967362,0.46978945,0.5395609,0.49630207
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_268.jpg,0.544608,0.47939426,0.45199987,0.53779364,0.49096486
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_302.jpg,0.58215296,0.526169,0.49770433,0.542932,0.52110314
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_359.jpg,0.60279083,0.5480765,0.5155112,0.5504931,0.5376558
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_374.jpg,0.5950364,0.5418625,0.51077384,0.5518478,0.53530264
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_385.jpg,0.5852311,0.5291158,0.5033982,0.55110925,0.52968836
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_436.jpg,0.5830357,0.5225759,0.49982226,0.54749453,0.5237955
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_467.jpg,0.611225,0.58930993,0.5214197,0.5759976,0.5589148
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_514.jpg,0.6254566,0.56379986,0.52377003,0.563038,0.55148435
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_549.jpg,0.6181606,0.59111506,0.5325284,0.57048327,0.5638379
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_598.jpg,0.6083507,0.5850483,0.5233442,0.566048,0.55474997
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_646.jpg,0.6013385,0.5818237,0.5171232,0.56717694,0.5494876
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_703.jpg,0.592296,0.5610893,0.50474745,0.5589561,0.53623617
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_755.jpg,0.60001695,0.5786947,0.5008071,0.556525,0.5441226
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_839.jpg,0.62465906,0.5843512,0.53570336,0.5752381,0.5676658
Fujimori,Fujimori3,Fujimori3_resultadoskeyframe_893.jpg,0.6178063,0.57505614,0.53495497,0.5704861,0.5599077
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_116.jpg,0.5800296,0.5230603,0.4824552,0.53632987,0.51212096
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_240.jpg,0.62032026,0.54902726,0.5244954,0.5531037,0.5422617
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_328.jpg,0.5939449,0.5401119,0.4960535,0.5358835,0.5234585
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_410.jpg,0.60861695,0.5427488,0.51257515,0.5426514,0.531266
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_447.jpg,0.5832242,0.52362543,0.49041873,0.5299257,0.51122385
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_503.jpg,0.60393846,0.5335226,0.50512207,0.53512555,0.5230595
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_552.jpg,0.58774316,0.5198066,0.4898536,0.5227907,0.5073393
